,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country
33878,2018/3/29,111,53,46,18,4,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33879,2018/3/30,94,55,60,21,5,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33880,2018/3/31,95,59,41,13,3,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33881,2021/7/2,0,11,32,6,4,2,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33882,2019/12/31,0,39,9,18,0,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33883,2020/1/9,0,58,12,27,5,7,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33884,2019/11/10,0,20,11,31,2,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33885,2019/11/14,0,42,20,25,5,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33886,2019/4/21,0,80,81,21,6,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33887,2019/6/20,0,32,81,13,2,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33888,2018/12/31,0,40,20,18,6,7,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33889,2019/3/27,0,58,36,22,11,7,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33890,2018/10/9,0,19,13,18,5,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33891,2018/12/26,0,27,18,14,5,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33892,2018/8/9,0,26,75,13,5,7,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33893,2018/8/24,0,21,44,11,4,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33894,2018/2/24,0,45,31,20,7,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33895,2021/7/1,0,0,64,13,4,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33896,2021/6/29,0,0,64,11,5,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33897,2021/6/30,0,0,80,11,5,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33898,2020/1/7,0,0,28,11,3,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33899,2020/1/8,0,0,24,17,6,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33900,2019/4/19,0,0,51,16,4,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33901,2019/4/20,0,0,53,14,6,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33902,2018/8/7,0,0,45,12,4,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33903,2018/8/8,0,0,48,12,5,7,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33904,2018/8/23,0,0,20,11,3,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea
33905,2022/2/1,110,32,33,7,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33906,2022/2/2,92,27,31,11,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33907,2022/2/3,75,28,34,9,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33908,2022/2/4,74,16,33,7,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33909,2022/2/5,66,26,34,7,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33910,2022/2/6,63,27,31,13,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33911,2022/2/7,67,39,29,16,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33912,2022/2/8,92,46,28,16,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33913,2022/2/9,107,52,33,16,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33914,2022/2/10,123,62,45,14,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33915,2022/2/11,145,67,45,13,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33916,2022/2/12,153,58,41,13,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33917,2022/2/13,139,54,42,10,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33918,2022/2/14,132,32,32,8,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33919,2022/2/15,83,28,33,9,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33920,2022/2/16,73,30,26,14,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33921,2022/2/17,78,39,30,14,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33922,2022/2/18,99,43,34,14,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33923,2022/2/19,103,30,36,7,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33924,2022/2/20,67,0,0,0,0,0,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33925,2022/1/3,98,45,20,18,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33926,2022/1/4,104,49,9,21,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33927,2022/1/5,114,54,16,22,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33928,2022/1/6,127,58,26,19,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33929,2022/1/7,138,54,28,16,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33930,2022/1/8,131,70,30,14,2,8,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33931,2022/1/9,156,86,16,12,1,10,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33932,2022/1/10,175,24,23,12,2,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33933,2022/1/11,62,28,24,13,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33934,2022/1/12,75,33,25,11,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33935,2022/1/13,70,36,21,16,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33936,2022/1/14,81,41,20,17,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33937,2022/1/15,96,38,31,10,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33938,2022/1/16,86,28,27,12,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33939,2022/1/17,73,37,22,18,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33940,2022/1/18,80,43,27,18,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33941,2022/1/19,100,53,26,15,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33942,2022/1/20,130,50,20,15,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33943,2022/1/21,110,47,15,18,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33944,2022/1/22,113,54,32,18,2,8,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33945,2022/1/23,135,43,33,12,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33946,2022/1/24,106,31,10,17,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33947,2022/1/25,87,53,34,14,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33948,2022/1/26,129,51,27,16,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33949,2022/1/27,125,44,27,13,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33950,2022/1/28,107,36,28,11,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33951,2022/1/29,88,36,29,10,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33952,2022/1/30,87,36,33,9,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33953,2022/1/31,91,41,34,9,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33954,2021/10/1,38,20,48,4,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33955,2021/10/2,41,22,31,5,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33956,2021/10/3,54,32,32,5,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33957,2021/10/4,55,26,40,5,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33958,2021/10/5,43,15,18,7,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33959,2021/10/6,28,16,27,6,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33960,2021/10/7,25,22,10,8,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33961,2021/10/8,47,17,25,8,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33962,2021/10/9,44,15,35,4,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33963,2021/10/10,44,18,26,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33964,2021/10/11,41,9,22,7,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33965,2021/10/12,20,11,28,5,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33966,2021/10/13,17,18,41,7,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33967,2021/10/14,43,27,29,7,1,0,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33968,2021/10/15,65,23,27,8,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33969,2021/10/16,41,21,29,7,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33970,2021/10/17,50,25,33,8,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33971,2021/10/18,60,30,34,10,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33972,2021/10/19,74,24,32,8,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33973,2021/10/20,66,28,32,10,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33974,2021/10/21,72,26,30,9,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33975,2021/10/22,69,27,31,9,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33976,2021/10/23,70,33,40,8,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33977,2021/10/24,85,35,35,10,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33978,2021/10/25,80,42,44,10,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33979,2021/10/26,98,57,41,12,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33980,2021/10/27,118,31,30,12,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33981,2021/10/28,67,26,31,9,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33982,2021/10/29,61,26,30,9,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33983,2021/10/30,60,34,40,9,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33984,2021/10/31,82,40,41,10,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33985,2021/11/1,87,37,39,11,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33986,2021/11/2,87,45,38,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33987,2021/11/3,97,56,44,13,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33988,2021/11/4,120,51,26,15,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33989,2021/11/5,109,44,30,15,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33990,2021/11/6,81,33,36,9,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33991,2021/11/7,73,15,30,7,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33992,2021/11/8,38,10,29,8,1,0,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33993,2021/11/9,36,15,21,10,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33994,2021/11/10,52,16,27,9,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33995,2021/11/11,49,21,26,8,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33996,2021/11/12,52,28,24,10,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33997,2021/11/13,67,47,42,10,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33998,2021/11/14,101,52,33,12,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
33999,2021/11/15,109,49,29,15,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34000,2021/11/16,100,44,34,14,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34001,2021/11/17,89,48,45,11,0,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34002,2021/11/18,91,61,48,11,0,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34003,2021/11/19,110,70,44,11,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34004,2021/11/20,150,72,30,11,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34005,2021/11/21,156,41,29,9,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34006,2021/11/22,81,27,21,12,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34007,2021/11/23,65,28,20,13,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34008,2021/11/24,69,47,31,12,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34009,2021/11/25,86,36,27,14,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34010,2021/11/26,74,40,27,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34011,2021/11/27,94,42,28,12,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34012,2021/11/28,105,47,27,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34013,2021/11/29,113,30,28,12,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34014,2021/11/30,82,19,24,8,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34015,2021/12/1,54,21,23,9,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34016,2021/12/2,63,24,25,10,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34017,2021/12/3,58,23,23,11,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34018,2021/12/4,65,37,18,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34019,2021/12/5,96,45,17,16,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34020,2021/12/6,103,49,21,15,0,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34021,2021/12/7,108,43,25,13,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34022,2021/12/8,105,42,8,16,1,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34023,2021/12/9,93,39,4,15,1,8,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34024,2021/12/10,92,53,23,17,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34025,2021/12/11,118,47,28,8,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34026,2021/12/12,108,26,19,15,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34027,2021/12/13,66,35,19,17,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34028,2021/12/14,84,35,20,14,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34029,2021/12/15,86,51,20,14,2,7,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34030,2021/12/16,116,38,26,10,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34031,2021/12/17,87,20,25,9,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34032,2021/12/18,58,30,29,11,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34033,2021/12/19,71,44,30,12,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34034,2021/12/20,89,61,32,15,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34035,2021/12/21,124,50,23,15,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34036,2021/12/22,117,45,22,16,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34037,2021/12/23,106,56,20,19,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34038,2021/12/24,137,27,24,9,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34039,2021/12/25,70,19,26,9,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34040,2021/12/26,61,26,21,14,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34041,2021/12/27,71,49,8,21,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34042,2021/12/28,117,52,27,15,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34043,2021/12/29,123,33,28,11,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34044,2021/12/30,71,25,28,11,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34045,2021/12/31,58,31,26,12,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34046,2022/1/1,81,43,28,10,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34047,2022/1/2,107,39,21,13,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34048,2021/7/1,57,18,53,8,1,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34049,2021/7/2,48,8,28,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34050,2021/7/3,20,3,29,3,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34051,2021/7/4,8,10,38,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34052,2021/7/5,20,12,34,6,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34053,2021/7/6,31,4,27,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34054,2021/7/7,14,4,30,3,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34055,2021/7/8,8,7,37,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34056,2021/7/9,17,19,47,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34057,2021/7/10,49,10,37,3,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34058,2021/7/11,21,12,45,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34059,2021/7/12,30,17,24,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34060,2021/7/13,35,13,24,4,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34061,2021/7/14,31,8,26,5,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34062,2021/7/15,10,10,40,5,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34063,2021/7/16,17,7,25,4,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34064,2021/7/17,15,5,32,3,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34065,2021/7/18,11,6,23,4,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34066,2021/7/19,11,7,27,4,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34067,2021/7/20,13,0,36,5,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34068,2021/7/23,53,17,30,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34069,2021/7/24,50,17,27,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34070,2021/7/25,54,18,32,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34071,2021/7/26,48,16,34,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34072,2021/7/27,47,13,38,5,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34073,2021/7/28,40,19,49,5,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34074,2021/7/29,48,36,52,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34075,2021/7/30,73,12,36,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34076,2021/7/31,24,20,41,5,2,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34077,2021/8/1,50,11,20,3,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34078,2021/8/2,8,15,21,4,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34079,2021/8/3,12,17,29,3,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34080,2021/8/4,26,21,38,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34081,2021/8/5,41,26,44,5,1,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34082,2021/8/6,49,23,47,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34083,2021/8/7,35,22,27,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34084,2021/8/8,37,13,35,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34085,2021/8/9,17,13,29,4,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34086,2021/8/10,19,17,37,5,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34087,2021/8/11,35,15,51,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34088,2021/8/12,47,16,34,7,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34089,2021/8/13,44,10,35,6,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34090,2021/8/14,29,9,38,4,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34091,2021/8/15,23,7,30,4,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34092,2021/8/16,20,10,33,6,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34093,2021/8/17,31,8,42,6,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34094,2021/8/18,20,9,37,6,2,0,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34095,2021/8/19,17,9,38,5,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34096,2021/8/20,19,7,40,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34097,2021/8/21,21,11,38,4,0,6,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34098,2021/8/22,31,15,28,5,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34099,2021/8/23,46,5,29,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34100,2021/8/24,11,7,31,4,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34101,2021/8/25,9,21,41,4,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34102,2021/8/26,36,23,31,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34103,2021/8/27,49,22,38,4,2,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34104,2021/8/28,53,17,41,3,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34105,2021/8/29,47,20,27,4,0,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34106,2021/8/30,52,25,20,7,2,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34107,2021/8/31,57,6,25,6,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34108,2021/9/1,22,11,32,4,1,1,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34109,2021/9/2,19,12,33,4,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34110,2021/9/3,22,12,38,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34111,2021/9/4,17,9,30,4,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34112,2021/9/5,17,12,33,4,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34113,2021/9/6,19,5,28,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34114,2021/9/7,17,8,36,6,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34115,2021/9/8,19,14,38,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34116,2021/9/9,36,22,43,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34117,2021/9/10,41,14,40,4,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34118,2021/9/11,40,17,44,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34119,2021/9/12,52,19,36,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34120,2021/9/13,39,11,31,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34121,2021/9/14,20,12,41,5,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34122,2021/9/15,22,11,29,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34123,2021/9/16,26,7,25,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34124,2021/9/17,16,5,31,4,1,0,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34125,2021/9/18,15,7,42,5,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34126,2021/9/19,22,8,32,3,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34127,2021/9/20,20,9,36,3,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34128,2021/9/21,29,12,45,3,1,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34129,2021/9/22,25,15,43,5,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34130,2021/9/23,33,14,39,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34131,2021/9/24,37,8,19,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34132,2021/9/25,19,8,29,4,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34133,2021/9/26,15,7,26,4,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34134,2021/9/27,16,9,27,4,1,2,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34135,2021/9/28,16,10,24,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34136,2021/9/29,26,16,38,5,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34137,2021/9/30,38,18,43,6,1,3,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34138,2021/4/1,51,37,43,8,7,4,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34139,2021/4/2,41,29,37,7,3,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34140,2021/4/3,48,6,37,8,2,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
34141,2021/4/4,22,17,41,10,0,5,36.9236,127.7576,Soi-Myeon,Chungbuk, South Korea
